Name,Rating,Cuisine,Discounts,Image URL,Link
Zaiqa-e-Charminar,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/kr6r-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kr6r/zaiqa-e-charminar
HotCravers,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/h55k-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h55k/hotcravers
Mama's Kitchen (Homechef),4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/uhjz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uhjz/mamas-kitchen-homechef
Smart Food,3.2(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/lcaq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lcaq/smart-food-lcaq
The Daal House,3.6(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xoa9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xoa9/the-daal-house
Delhi Night Pulao,4.3(69)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/pdve-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pdve/delhi-night-pulao
LEO'S CAFE,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/vtra-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vtra/leos-cafe
Chef With WOK,4.1(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/euff-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/euff/chef-with-wok
Nawab Pakwan - Fast Food,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/fwig-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fwig/nawab-pakwan-fast-food
Silver Spoon,3.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/fnbk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fnbk/silver-spoon-fnbk
Cafe Little Karachi,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,BBQ,,https://images.deliveryhero.io/image/fd-pk/LH/nsb1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/nsb1/cafe-little-karachi
Nawab Pakwan & Biryani-Branch 1,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/f5ey-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/f5ey/nawab-pakwan-and-biryani-branch-1
Lick-A-Chick,4.5(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/kyao-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kyao/lick-a-chick-kyao
Khow suey cuisine,5(34)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/jk74-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jk74/khow-suey-cuisine
The Foodies Point,,,,https://images.deliveryhero.io/image/fd-pk/LH/c1zi-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c1zi/the-foodies-point
Pizza Cheezis,4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/phj3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/phj3/pizza-cheezis
Jawaid biryani,4.3(35)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pu4r-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pu4r/jawaid-biryani
Adnan Super Burger - Safoora,4.8(7)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/vyjt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vyjt/adnan-super-burger-safoora
Uzma's Kitchen,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/sar3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/sar3/uzmas-kitchen-sar3
Arab Shawarma,3.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Middle Eastern,,https://images.deliveryhero.io/image/fd-pk/LH/w4cq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w4cq/arab-shawarma-w4cq
The Bar BQ Today,4.1(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/a8mg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a8mg/the-bar-bq-today
Relish with us,4.3(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/e8mm-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/e8mm/relish-with-us
NEW YORK CAFE,3(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/stow-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/stow/new-york-cafe
KUNAFA EXPERTS,3.8(73)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/nmvm-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/nmvm/kunafa-experts
Italiano Pizza,3.2(40)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/v98h-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v98h/italiano-pizza-v98h
Dilpasand Halwapuri,4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/uwjx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uwjx/dilpasand-halwapuri
Do Me A Flavour - Jauhar,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,American,,https://images.deliveryhero.io/image/fd-pk/LH/ptnc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ptnc/do-me-a-flavour-jauhar
CrossRoads - Jauhar,3.5(9)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bx17-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bx17/crossroads-jauhar
Waffleups,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xa60-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xa60/waffleups
Al Imran Restaurant,3.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ze0q-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ze0q/al-imran-restaurant
Ikigaii_pk PECHS Branch,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/cpwb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cpwb/ikigaii_pk-pechs-branch
Fire n Foods,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/qw85-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qw85/fire-n-foods
Ishq-um Kebab,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/zgvi-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/zgvi/ishq-um-kebab
WOFL,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/hx9s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hx9s/wofl
House of Craving,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dee4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dee4/house-of-craving
Lasani Murgh Cholay and Paye,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/yq44-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yq44/lasani-murgh-cholay-and-paye
Zachas Bites,4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/x55o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x55o/zachas-bites
Original Hot & Roll,4.5(59)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/wnt4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wnt4/original-hot-and-roll
Ameeruddin Sheermal House,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xdg5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xdg5/ameeruddin-sheermal-house
Wafflon,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/h7dh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h7dh/wafflon
Pizza Cut,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/h2fr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h2fr/pizza-cut-h2fr
Tasty Temptation,4.9(31)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/jjyu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jjyu/tasty-temptation-jjyu
Lasani Halwa Puri,4.4(80)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/j8sd-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/j8sd/lasani-halwa-puri-j8sd
Khaas Biryani Center,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/y8ou-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y8ou/khaas-biryani-center
Baba Pulao & Pakwan Centre - Scheme 33,4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mrq0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mrq0/baba-pulao-and-pakwan-centre-scheme-33
United halwa puri,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/kioy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kioy/united-halwa-puri-kioy
Cafe Eiffel Eats,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/kyyt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kyyt/cafe-eiffel-eats
Mr Bubbles,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/pxp0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pxp0/mr-bubbles
Gausiya fast food,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/jd3e-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jd3e/gausiya-fast-food
Salman Foods,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/clq8-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/clq8/salman-foods-clq8
Ten 11,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/hhf5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hhf5/ten-11
Chine Express,4.5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/ph64-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ph64/chine-express-ph64
"Hanifia Fast Food, Mandi, BBQ & Rolls",4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/prvj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/prvj/hanifia-fast-food-mandi-bbq-and-rolls
Borgir,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/bsie-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bsie/borgir-bsie
LAMOSH PIZZA,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/y01m-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y01m/lamosh-pizza
Lamosh Burger & Pizza - Sharfabad,4.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/o3dv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o3dv/lamosh-burger-and-pizza-sharfabad
AURUM Food Studio,5(72)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/lb0q-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lb0q/aurum-food-studio
Creative cuisine,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/samr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/samr/creative-cuisine-samr
Dehli k Mashoor Dahi Baray aur Chaat,4.3(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t8zh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t8zh/dehli-k-mashoor-dahi-baray-aur-chaat-t8zh
Master Cakes - Gurumandir,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/l1hb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/l1hb/master-cakes-gurumandir
Grill o کباب,4.8(21)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/apgz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/apgz/grill-o-khbb
ChillzFry,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/tgcv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tgcv/chillzfry
Dacca Sweets & Bakers (SHARFABAAD),4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/k6vk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/k6vk/dacca-sweets-and-bakers-sharfabaad
Karachi Chaska,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/r2qx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r2qx/karachi-chaska
Yummy Munchies,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/jxdz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jxdz/yummy-munchies
Hi's Shakes Fries & Fast Food,4.2(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/cufl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cufl/his-shakes-fries-and-fast-food
Nawab Halwa Puri,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/r2su-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r2su/nawab-halwa-puri
Ikigaii_pk -Jauhar,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/kbb0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kbb0/ikigaii_pk-jauhar
Dehli Malik Sheermal House,4.9(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/eyn1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/eyn1/dehli-malik-sheermal-house
Baray Bhai Biryani & Pulao,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/kst6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kst6/baray-bhai-biryani-and-pulao
Bistro 786,4.7(62)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/o5fn-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o5fn/bistro-786
Chine express,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/ks1z-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ks1z/chine-express
Qadri Dairy Ice Cream & Milk Shake,,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/h3f0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h3f0/qadri-dairy-ice-cream-and-milk-shake
Mr Arab,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/u8td-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u8td/mr-arab
Pizza Cut,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/h2fr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h2fr/pizza-cut-h2fr
Bake My Day,3.8(86)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/gmrg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gmrg/bake-my-day-gmrg
Tasty Ice Cream,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/w6nj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w6nj/tasty-ice-cream
Blessed Cuisine,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/uzxk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uzxk/blessed-cuisine
BABU ALBATATO FRIES,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/cmmz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cmmz/babu-albatato-fries
Cafe Eiffel Eats,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/kyyt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kyyt/cafe-eiffel-eats
Aiza's Kitchen,4.9(54)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xvbj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xvbj/aizas-kitchen-xvbj
Salman Foods,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/clq8-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/clq8/salman-foods-clq8
Maestro Pizza,,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/qzuv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qzuv/maestro-pizza
Tasty Haven Cafe,4.4(30)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/j73w-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/j73w/tasty-haven-cafe
The Hot N Roll,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/vqxr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vqxr/the-hot-n-roll
Shahzad Memon Chaat & Gola,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/grpx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/grpx/shahzad-memon-chaat-and-gola
Memonista,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/qq5f-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qq5f/memonista
SALT Food Express,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/z2lq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/z2lq/salt-food-express
Zaib Madina Biryani & Pakwan Centre,4(92)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/vopv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vopv/zaib-madina-biryani-and-pakwan-centre
Hot N Roll,4.5(98)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/wq7z-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wq7z/hot-n-roll-wq7z
Chicago Boba Bubble Tea,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Continental,,https://images.deliveryhero.io/image/fd-pk/LH/chdc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/chdc/chicago-boba-bubble-tea
Flavour's inn,4.9(79)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/csat-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/csat/flavours-inn-csat
Shahi Darbar,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u9tv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u9tv/shahi-darbar-u9tv
Mush Mush Chinese Food Cart - Garden East,,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/r855-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r855/mush-mush-chinese-food-cart-garden-east
Anaya Chinese & Bar B.Q,4.8(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/c5d0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c5d0/anaya-chinese-and-bar-b-q
Hot N Roll Tonight,4.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/p1ml-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/p1ml/hot-n-roll-tonight
Anaya Fast Food & Snacks,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/tquz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tquz/anaya-fast-food-and-snacks
Pure Sip,4.5(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/laet-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/laet/pure-sip
Red Apple Juice Bar - Sharfabad,4.9(28)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/u0n5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u0n5/red-apple-juice-bar-sharfabad
Freshmade Snacks,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ejwg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ejwg/freshmade-snacks
The ThickShake Bar,4.7(98)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Beverages,,https://images.deliveryhero.io/image/fd-pk/LH/ov2s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ov2s/the-thickshake-bar
Zaib home kitchen,2.4(22)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/fvwt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fvwt/zaib-home-kitchen
Aiza Food Center,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pog2-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pog2/aiza-food-center
Forks n Knives Pizza Kitchen,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/wmvt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wmvt/forks-n-knives-pizza-kitchen-wmvt
Munch & Lunch Bistro,4.8(35)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/fn5b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fn5b/munch-and-lunch-bistro
SIZZLE WOK,4.1(18)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/i2c2-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i2c2/sizzle-wok-i2c2
Memon Gola and Chat,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/pq1o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pq1o/memon-gola-and-chat
Cafe Sangat,3(9)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/m7xg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m7xg/cafe-sangat-m7xg
Kababjees Shaheed e Millat,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/kpvo-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kpvo/kababjees-shaheed-e-millat-kpvo
Food Function,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/f8aq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/f8aq/food-function
Mush Mush Chinese Food Cart,4(69)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/fj41-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fj41/mush-mush-chinese-food-cart
Tandoori Bite,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/kb4g-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kb4g/tandoori-bite-kb4g
