Name,Rating,Cuisine,Discounts,Image URL,Link
Chopfire,3.3(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r9iu/chopfire
DAMN! Burgers - MAYMAR,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,American,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/o2by/damn-burgers-maymar-o2by
Punjabi Dhaba Foods,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"15% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rtvs/punjabi-dhaba-foods
New Quetta Bismillah Tea Time,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/e3pf/new-quetta-bismillah-tea-time
Agha Haider Juice - Maskan,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u2ie/agha-haider-juice-maskan
Mama’s Tasty Dish,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/icj5/mamas-tasty-dish-icj5
Chiller Party,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bngq/chiller-party
Flavorado,4.4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/x1kf/flavorado
AL-Rehman Catering & Biryani Centre - Gulshan,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/shxv/al-rehman-catering-and-biryani-centre-gulshan
Eden Delight,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v9ic/eden-delight-v9ic
Momos On The Way,3(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gdgj/momos-on-the-way-gdgj
KK Pizza,4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,"30% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/d3sa/kk-pizza
Jackson's Fried Chicken - MAYMAR,2.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,American,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cclf/jacksons-fried-chicken-maymar-cclf
Allah Wala Pakwan and Shermal House - Gulshan,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ankx/allah-wala-pakwan-and-shermal-house-gulshan
Bushra Food's Inn,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/jtdf/bushra-foods-inn
Manpasand Food Valley - (Maskan chowrangi),4.9(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t3jv/manpasand-food-valley-maskan-chowrangi
Flavor Feast,4.2(30)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ku0y/flavor-feast-ku0y
Biryani House,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gtr8/biryani-house-gtr8
Karachi Sheermal House,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qnef/karachi-sheermal-house-qnef
Nirala Breakfast & Kachori,3.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/jfrs/nirala-breakfast-and-kachori
Ami Ka Desi Dastarkhwan,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ty96/ami-ka-desi-dastarkhwan
GRILL N GLOW FOODZ,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"30% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v14g/grill-n-glow-foodz
The Rich Table,3.1(26)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/a5jl/the-rich-table-a5jl
Iqbal Sheermal House,5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nww6/iqbal-sheermal-house
Mazedar Biryani Center & Pakwan,4.8(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/g7ff/mazedar-biryani-center-and-pakwan
AS Foods,3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 35% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/z552/as-foods-z552
Cafe Muhammadi Nihari and Pakwan Center,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u64j/cafe-muhammadi-nihari-and-pakwan-center
ASR-E-SHEEREEN (GOLIMAR),4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r1y0/asr-e-sheereen-golimar
Creami Ice Cream,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/sht0/creami-ice-cream
Bitty Bites,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r85b/bitty-bites
Special Shahi Haleem & Biryani Centre,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l5br/special-shahi-haleem-and-biryani-centre
Rahat-e-Shireen Halwa Puri,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bl82/rahat-e-shireen-halwa-puri
Mashallah Quetta Gulshan Cafe,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wzgq/mashallah-quetta-gulshan-cafe
AS Kitchen (Homechef),4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nu4y/as-kitchen-homechef
Zaisha's Cuisine,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/livm/zaishas-cuisine
Cook's Chaos,4.9(11)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/m13i/cooks-chaos
K.S Kitchen,3.5(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"15% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/o7se/k-s-kitchen
Spicogetti,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s8wp/spicogetti
Barira Pizza & Fast Food,,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ph6v/barira-pizza-and-fast-food
M.H Pizza House,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,"5% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qnyv/m-h-pizza-house
Diadochi,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"5% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bh3n/diadochi
Chef Mariam's Cuisine,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cue4/chef-mariams-cuisine
Ammi Cloud Kitchen,4.9(24)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/fu7l/ammi-cloud-kitchen
Nawaz Lala Catering,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zjvt/nawaz-lala-catering
Mohsin milk shop,,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l116/mohsin-milk-shop
Spicogetti,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n6nx/spicogetti-n6nx
Zaytoon Resturent,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wfnf/zaytoon-resturent
Ghazi Tandoor (Branch 3),4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xgsn/ghazi-tandoor-branch-3
Karachi ka Zaiqa,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/bbbs/karachi-ka-zaiqa
Staff Club Canteen - University Of Karachi,3.7(80)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pasta,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rxxk/staff-club-canteen-university-of-karachi
Lala Pakwan & Biryani Centre,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lo1t/lala-pakwan-and-biryani-centre
Lala pakwan and shirmal house,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/i1ji/lala-pakwan-and-shirmal-house
Zaiqa with Samreen,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/h6kh/zaiqa-with-samreen
Ghar ki Barkatein,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qsat/ghar-ki-barkatein
Allah Wala Pakwan,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/z31q/allah-wala-pakwan
Desi thaali,3.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Free Delivery, Free delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/mvxi/desi-thaali
Shah Foods,4.6(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n5wh/shah-foods-n5wh
SHAKE MASTER,4.4(34)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/y2v7/shake-master
SH Eatery,4.7(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qi8z/sh-eatery
Ziafat,4.1(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n6vn/ziafat-n6vn
Cloud kitchen,,Pakistani,30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/g6xe/cloud-kitchen-g6xe
Saaaais Cakes,4.8(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xfyk/saaaais-cakes
Ikigaii_pk -Gulshan,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t37b/ikigaii_pk-gulshan
Agha Juice & Dessert,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u7uq/agha-juice-and-dessert
MM Kitchen,4.9(68)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"20% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/khce/mm-kitchen-khce
Wild Street Tastes,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hlon/wild-street-tastes
Alizza Baking House,4.9(38)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l27s/alizza-baking-house
Al Rehman Biryani & Pakwan Center,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/jmcd/al-rehman-biryani-and-pakwan-center-jmcd
Pizza Crust - Gulshan,4.4(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,Up to 40% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s1sa/pizza-crust-gulshan
Naseeb Biryani Center,4.3(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ecby/naseeb-biryani-center
Memon Chaat House,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qppy/memon-chaat-house
Mashallah Milk and Juice Center,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/att4/mashallah-milk-and-juice-center
Sajjad Bakery & Nimco,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ppcn/sajjad-bakery-and-nimco
Food Break (فوڈبریک) - Gulshan,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/o8o9/food-break-fwddbrykh-gulshan
Hot n Roll Bait Ul Mukarram,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n7hy/hot-n-roll-bait-ul-mukarram
Desi Kitchen,4.7(15)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/voin/desi-kitchen-voin
Tawakkal Sheermal House,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/dhpp/tawakkal-sheermal-house
Food Legends Gulshan,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qlv9/food-legends-gulshan
New Quetta Alamgir Hotel,4(77)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Paratha,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/oh6w/new-quetta-alamgir-hotel
Naseeb Biryani Centre (gulshan e Iqbal),3.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nu6z/naseeb-biryani-centre-gulshan-e-iqbal
Golden Apple Restauarnt (Bait Ul Mukkram),4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n9dg/golden-apple-restauarnt-bait-ul-mukkram
Alhaan e Sheeren Sweets Bakers & Nimco,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lxr5/alhaan-e-sheeren-sweets-bakers-and-nimco
Boba King & Ice Cream Parlour,4.1(92)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lxo8/boba-king-and-ice-cream-parlour
eYo!,4.5(17)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/kjw2/eyo
Bismillah Restaurant,4.4(41)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/vjn7/bismillah-restaurant-vjn7
Ghazi Pakwan Center - Purani Sabzi Mandi,4.4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t6lb/ghazi-pakwan-center-purani-sabzi-mandi
Desi Aroma,4.9(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/tqtr/desi-aroma-tqtr
Revive Foods,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t2tp/revive-foods
ABHIYA FOODS,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rhra/abhiya-foods
Zaiqa Food,3.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xexm/zaiqa-food-xexm
Peshawari Ice Cream and Special Falooda,4.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v9ox/peshawari-ice-cream-and-special-falooda-v9ox
Hina Foods,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/pj3k/hina-foods
Muhammadi Sheermal BBQ And Biryani,4.8(10000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n6dp/muhammadi-sheermal-bbq-and-biryani
Chef Me,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,5% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/c2bx/chef-me
NJF Food,2.6(52)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/urfh/njf-food
Food Chowk,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/eq8k/food-chowk-eq8k
Khatri Homechef,4.1(59)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/srab/khatri-homechef
Jameela's Kitchen,4.2(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,"15% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ianw/jameelas-kitchen-ianw
Pakistani food,1.1(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lk7z/pakistani-food-lk7z
N&S Foods,4.6(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gz6d/nands-foods
Khushamdeed,4(31)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/mw60/khushamdeed
Yummy Foods,2.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lw31/yummy-foods-lw31
Masala Munch,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/d9w4/masala-munch
Bits of Taste,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ine3/bits-of-taste
Allahwala Sheermal House,5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/f7ni/allahwala-sheermal-house
